1,sales,0.00006619965170
2,bones,0.00004528382040
3,tones,0.00004354213500
4,tales,0.00003909428250
5,fares,0.00003607843785
6,lanes,0.00003252644304
7,seats,0.00003205056582
8,shoes,0.00003195025106
9,sites,0.00003119141844
10,tries,0.00003114165600
11,tires,0.00003070021500
12,sorts,0.00002910574887
13,males,0.00002866914050
14,boats,0.00002607788820
15,saves,0.00002553415137
16,tiles,0.00002528253000
17,trees,0.00002497820325
18,fires,0.00002333216340
19,coins,0.00002332819440
20,mines,0.00002224862640
21,beans,0.00002190258252
22,cases,0.00002111091255
23,lines,0.00002103506496
24,wales,0.00002085028400
25,roles,0.00002080346450
26,bases,0.00002032902690
27,beats,0.00001968459948
28,dates,0.00001936842453
29,loans,0.00001934416120
30,files,0.00001921472280
31,boots,0.00001913780505
32,miles,0.00001854052200
33,sides,0.00001834789320
34,bears,0.00001829836008
35,tears,0.00001759457700
36,trans,0.00001746014550
37,tools,0.00001736501812
38,carey,0.00001715954058
39,sells,0.00001707373395
40,codes,0.00001679482350
41,tunes,0.00001657410300
42,wires,0.00001637344800
43,rates,0.00001633024029
44,wines,0.00001618081920
45,comes,0.00001567516860
46,calls,0.00001554319935
47,souls,0.00001551020520
48,means,0.00001544412870
49,fails,0.00001500042096
50,holes,0.00001499784650
51,balls,0.00001496752530
52,genes,0.00001489983768
53,pairs,0.00001477653408
54,mails,0.00001447409040
55,tions,0.00001426657050
56,paris,0.00001407455543
57,parts,0.00001407455543
58,slots,0.00001407238105
59,pants,0.00001390897242
60,cents,0.00001384760286
61,sends,0.00001376091990
62,fears,0.00001337187852
63,moses,0.00001330454125
64,pools,0.00001319741378
65,meals,0.00001309818510
66,teens,0.00001307768962
67,ports,0.00001306321012
68,gates,0.00001291228302
69,fonts,0.00001290952530
70,pages,0.00001273356630
71,saint,0.00001270707542
72,cards,0.00001267648988
73,seeds,0.00001261417657
74,suits,0.00001251271056
75,beads,0.00001247615460
76,shots,0.00001246410893
77,deals,0.00001214558982
78,bands,0.00001206337860
79,bored,0.00001197006720
80,spies,0.00001196010816
81,toner,0.00001190744100
82,faces,0.00001188466188
83,brass,0.00001172260908
84,blues,0.00001168614720
85,doors,0.00001163197035
86,babes,0.00001161658680
87,modes,0.00001140389250
88,bonds,0.00001119654900
89,belts,0.00001111227390
90,loads,0.00001101882600
91,falls,0.00001093780695
92,cells,0.00001088954685
93,goals,0.00001072687420
94,money,0.00001068707640
95,tapes,0.00001061130525
96,roots,0.00001055032842
97,gains,0.00001055017824
98,three,0.00001043064750
99,roses,0.00001040173225
100,moves,0.00001026350325
101,polls,0.00001015185675
102,songs,0.00001012793250
103,times,0.00001011301200
104,maine,0.00001010056080
105,tells,0.00001008291375
106,thats,0.00001002995700
107,lions,0.00000989148888
108,jones,0.00000986955060
109,wants,0.00000976068240
110,penis,0.00000974460942
111,loves,0.00000970367580
112,bills,0.00000967959720
113,plans,0.00000957607980
114,since,0.00000935540928
115,share,0.00000934391832
116,sense,0.00000923011362
117,roads,0.00000911172150
118,dolls,0.00000908324025
119,sorry,0.00000905549370
120,tours,0.00000902286000
121,races,0.00000896562212
122,wages,0.00000893583600
123,cross,0.00000893376256
124,foods,0.00000886393462
125,class,0.00000878498460
126,sheet,0.00000871735264
127,shine,0.00000865888032
128,meets,0.00000861913553
129,cakes,0.00000844436502
130,feels,0.00000842931590
131,seeks,0.00000840945105
132,leads,0.00000831743640
133,peers,0.00000830350521
134,sauce,0.00000826641984
135,sally,0.00000815655722
136,tried,0.00000813496320
137,books,0.00000808639650
138,banks,0.00000804225240
139,lands,0.00000804225240
140,waves,0.00000804225240
141,marie,0.00000803756387
142,tired,0.00000801964800
143,signs,0.00000796419540
144,basis,0.00000793055445
145,rules,0.00000791873810
146,birds,0.00000789434100
147,diane,0.00000782367336
148,takes,0.00000781885650
149,tanks,0.00000773293500
150,walls,0.00000767565400
151,rolls,0.00000765841825
152,costs,0.00000764379788
153,burns,0.00000757109535
154,seems,0.00000756850595
155,chaos,0.00000747584964
156,chris,0.00000742540365
157,moore,0.00000742416675
158,sluts,0.00000742279440
159,suite,0.00000740548176
160,sheer,0.00000739319781
161,monte,0.00000737224950
162,trace,0.00000732505200
163,turns,0.00000727989937
164,teams,0.00000719778150
165,buses,0.00000718211130
166,games,0.00000708909656
167,pills,0.00000707355180
168,casey,0.00000706569318
169,notes,0.00000704967900
170,saver,0.00000698280874
171,reads,0.00000687788010
172,shore,0.00000685723038
173,stats,0.00000684841150
174,mills,0.00000682535700
175,breed,0.00000678591514
176,areas,0.00000677979803
177,lives,0.00000676127088
178,louis,0.00000672977760
179,peace,0.00000671488272
180,panel,0.00000669421771
181,saved,0.00000667014566
182,sandy,0.00000657394164
183,talks,0.00000644411250
184,booty,0.00000640530618
185,shade,0.00000637085340
186,stars,0.00000636612900
187,leone,0.00000634199202
188,board,0.00000633245184
189,plots,0.00000631595055
190,coast,0.00000627242778
191,solid,0.00000626140480
192,carry,0.00000622269054
193,woods,0.00000622030500
194,rides,0.00000621227880
195,belle,0.00000620613630
196,salad,0.00000617606080
197,alias,0.00000609991200
198,force,0.00000609791700
199,fired,0.00000609493248
200,honey,0.00000602362488
201,solar,0.00000600097225
202,homes,0.00000599913860
203,votes,0.00000599222715
204,barry,0.00000599222052
205,bonus,0.00000597149280
206,parks,0.00000594699525
207,watts,0.00000592612860
208,lance,0.00000592318272
209,clone,0.00000591043635
210,trade,0.00000588620250
211,words,0.00000581017500
212,dance,0.00000580927536
213,marks,0.00000573832875
214,makes,0.00000573382810
215,paint,0.00000570317558
216,finds,0.00000570107160
217,plane,0.00000566747580
218,feeds,0.00000566148083
219,taxes,0.00000558489750
220,lease,0.00000557890632
221,slide,0.00000556869600
222,dried,0.00000553177498
223,minds,0.00000550103400
224,lined,0.00000549487411
225,loose,0.00000542393670
226,lakes,0.00000542107384
227,fotos,0.00000540927293
228,later,0.00000540052750
229,boxes,0.00000539093100
230,looks,0.00000539093100
231,sarah,0.00000539026735
232,posts,0.00000537896888
233,wells,0.00000537755400
234,farms,0.00000535229573
235,whats,0.00000534931040
236,tests,0.00000534243937
237,press,0.00000531953383
238,based,0.00000531043968
239,point,0.00000529336656
240,goods,0.00000528725925
241,silly,0.00000527489928
242,nails,0.00000526330560
243,bikes,0.00000525876624
244,bless,0.00000525314790
245,corps,0.00000522915750
246,pipes,0.00000521542476
247,wives,0.00000520097760
248,cited,0.00000519673190
249,leeds,0.00000516485970
250,girls,0.00000512344980
251,grass,0.00000510985524
252,raise,0.00000509793552
253,plate,0.00000509355420
254,dated,0.00000505950682
255,filed,0.00000501935616
256,meant,0.00000497994354
257,forms,0.00000496769963
258,heads,0.00000495847170
259,fairy,0.00000494561549
260,terms,0.00000493396312
261,false,0.00000492751035
262,joins,0.00000489604080
263,hints,0.00000489203064
264,chess,0.00000483174153
265,cause,0.00000480154392
266,hands,0.00000479441970
267,sound,0.00000477731328
268,craps,0.00000477391320
269,jeans,0.00000477363978
270,dress,0.00000475958291
271,brand,0.00000474345830
272,bride,0.00000473934240
273,party,0.00000471066753
274,chile,0.00000468371808
275,santa,0.00000468014761
276,facts,0.00000463632414
277,danny,0.00000463454258
278,chase,0.00000460507356
279,beast,0.00000455931310
280,fence,0.00000454879152
281,folks,0.00000454560750
282,tuner,0.00000453250980
283,satin,0.00000453106955
284,taste,0.00000451307062
285,wiley,0.00000451301760
286,poems,0.00000450015143
287,daily,0.00000449207021
288,ranks,0.00000443354940
289,boost,0.00000443266551
290,dairy,0.00000442502438
291,spots,0.00000442274833
292,gives,0.00000442083096
293,blade,0.00000441768600
294,fleet,0.00000441735294
295,forty,0.00000437217645
296,price,0.00000430996608
297,seven,0.00000430801043
298,salon,0.00000429206533
299,wired,0.00000427714560
300,rated,0.00000426585869
301,const,0.00000424906398
302,shake,0.00000424723560
303,berry,0.00000419814252
304,candy,0.00000419282892
305,names,0.00000417005680
306,alone,0.00000415919595
307,water,0.00000415425192
308,peter,0.00000414741109
309,nodes,0.00000414687000
310,tracy,0.00000414244320
311,cover,0.00000413358309
312,alien,0.00000411308352
313,butts,0.00000408264129
314,brake,0.00000408110040
315,sunny,0.00000407733094
316,hopes,0.00000407084405
317,state,0.00000405314150
318,socks,0.00000405117300
319,boobs,0.00000404319825
320,terry,0.00000403667550
321,place,0.00000401745120
322,title,0.00000401326650
323,rooms,0.00000401209672
324,coach,0.00000401036832
325,meter,0.00000400188789
326,winds,0.00000400075200
327,davis,0.00000400013680
328,larry,0.00000399481368
329,tract,0.00000399089040
330,tubes,0.00000394621500
331,shirt,0.00000394128346
332,brain,0.00000393005278
333,arise,0.00000392514768
334,dealt,0.00000391633304
335,worse,0.00000389716500
336,works,0.00000387345000
337,piece,0.00000384897744
338,hills,0.00000384701940
339,write,0.00000383468160
340,shame,0.00000382251204
341,close,0.00000381559815
342,train,0.00000377889690
343,count,0.00000376107624
344,gross,0.00000374997441
